Wall time,Step,Value
1688470529.9822145,39142,-620.8131103515625
1688470553.6589317,39238,-620.77734375
1688470568.262901,39297,-620.8191528320312
1688470570.9826338,39308,-620.8358764648438
1688470641.1503654,39592,-620.7591552734375
1688470668.4823182,39703,-620.77294921875
1688470675.4746304,39731,-620.8303833007812
1688470687.993173,39782,-620.7941284179688
1688470711.9082577,39879,-620.7930908203125
1688470719.4141967,39910,-620.794921875
1688470720.6319425,39915,-620.7618408203125
1688470724.8167589,39932,-620.783935546875
1688470746.5257382,40021,-620.9065551757812
1688470814.074206,40297,-620.8275756835938
1688470861.2002575,40489,-620.8172607421875
1688470864.177301,40501,-620.7447509765625
1688470900.8412206,40648,-620.8013305664062
1688470903.2836924,40658,-620.7501220703125
1688470904.7707186,40664,-620.7850341796875
1688470905.7610717,40668,-620.8055419921875
1688470913.3587658,40699,-620.7737426757812
1688470913.8514502,40701,-620.8336791992188
1688470917.2862701,40715,-620.7891845703125
1688470918.7443721,40721,-620.7586059570312
1688470936.688415,40794,-620.7888793945312
1688470997.0939746,41041,-620.8297729492188
1688471018.5596054,41129,-620.7708740234375
1688471024.7510593,41155,-620.7460327148438
1688471046.5109017,41245,-620.7453002929688
1688471053.0444403,41272,-620.7545776367188
1688471070.0659487,41342,-620.78271484375
1688471086.7124586,41410,-620.7451171875
1688471106.6751065,41492,-620.8663940429688
1688471118.3409286,41540,-620.8602905273438
1688471122.1457589,41556,-620.777587890625
1688471199.476274,41872,-620.7793579101562
1688471232.5778067,42007,-620.7776489257812
1688471234.300203,42014,-620.865966796875
1688471263.934003,42135,-620.7849731445312
1688471269.8063092,42159,-620.7520141601562
1688471275.660662,42183,-620.777587890625
1688471290.87899,42245,-620.840087890625
1688471314.36921,42340,-620.7665405273438
1688471341.6483033,42451,-620.7553100585938
1688471346.1014016,42469,-620.8777465820312
1688471397.6905239,42679,-620.7554321289062
1688471421.7461855,42777,-620.7542724609375
1688471467.833013,42965,-620.7883911132812
1688471472.001871,42982,-620.8023681640625
1688471481.7538078,43021,-620.7525634765625
1688471545.8375368,43279,-620.7417602539062
